historical_complaint_id,original_text,language,normalized_text_en,category,subcategory,city,ward,created_at,resolved_at,priority_label,actual_resolution_days,resolved_by_officer_id,resolution_summary,similarity_group_id,citizen_feedback_score
H0352,"Ward-10, Puri में पानी की सप्लाई बंद की समस्या है।",hi,There is no water supply near Ward-10 in Puri since 1 week.,water,no water supply,Puri,Ward-10,2025-09-13 23:39:00,2025-09-15 15:39:00,high,1,O033,Contamination source flushed (high priority case),SIM_WATER_02,3.6
H0353,धुएँ की परेशानी के कारण स्वास्थ्य जोखिम है।,hi,"smoke nuisance observed in Ward-20, Sambalpur.",health,smoke nuisance,Sambalpur,Ward-20,2025-11-10 02:28:00,2025-11-15 05:28:00,medium,5,O061,Stagnant water removed (medium priority case),SIM_HEALTH_04,4.2
H0354,"sparking wire reported in Ward-15, Puri for 5 hours.",en,"sparking wire reported in Ward-15, Puri for 5 hours.",electricity,sparking wire,Puri,Ward-15,2025-11-06 19:17:00,2025-11-08 02:17:00,high,1,O036,Line fault repaired and supply restored (high priority case),SIM_ELECTRICITY_04,4.5
H0355,"Ward-07, Sambalpur में मरे जानवर को नहीं उठाया गया की समस्या बनी हुई है।",hi,"dead animal pickup in Ward-07, Sambalpur for the last 3 days.",sanitation,dead animal pickup,Sambalpur,Ward-07,2025-12-19 18:58:00,2025-12-22 02:58:00,low,2,O054,Bin cleared and collection schedule updated (low priority case),SIM_SANITATION_03,4.7
H0356,"Residents in Ward-09, Cuttack are facing contaminated water for 3 days.",en,"Residents in Ward-09, Cuttack are facing contaminated water for 3 days.",water,contaminated water,Cuttack,Ward-09,2025-08-10 17:53:00,2025-08-11 22:53:00,medium,1,O017,Contamination source flushed (medium priority case),SIM_WATER_04,4.3
H0357,"Urgent: power outage near market area of Ward-18, Puri.",en,"Urgent: power outage near market area of Ward-18, Puri.",electricity,power outage,Puri,Ward-18,2025-08-15 15:28:00,2025-08-17 15:28:00,medium,2,O036,Transformer maintenance completed (medium priority case),SIM_ELECTRICITY_01,4.0
H0358,"Residents in Ward-02, Puri are facing contaminated water for 1 day.",en,"Residents in Ward-02, Puri are facing contaminated water for 1 day.",water,contaminated water,Puri,Ward-02,2025-10-17 09:56:00,2025-10-19 20:56:00,medium,2,O033,Contamination source flushed (medium priority case),SIM_WATER_04,4.5
H0359,"Citizens reported road signage missing in Ward-27, Cuttack.",en,"Citizens reported road signage missing in Ward-27, Cuttack.",transport,road signage missing,Cuttack,Ward-27,2025-08-09 08:26:00,2025-08-10 23:26:00,medium,1,O031,Bus stop maintenance request completed (medium priority case),SIM_TRANSPORT_03,4.3
H0360,"Citizens reported pothole near school in Ward-21, Cuttack.",en,"Citizens reported pothole near school in Ward-21, Cuttack.",roads,pothole,Cuttack,Ward-21,2025-10-25 15:43:00,2025-10-31 09:43:00,medium,5,O023,Temporary patch work completed (medium priority case),SIM_ROADS_01,4.2
H0361,गंदा सार्वजनिक शौचालय के कारण Ward-16 क्षेत्र में परेशानी है।,hi,"unclean public toilet in Ward-16, Sambalpur for the last 1 week.",sanitation,unclean public toilet,Sambalpur,Ward-16,2025-09-15 23:02:00,2025-09-21 17:02:00,low,5,O054,Garbage removed and area cleaned (low priority case),SIM_SANITATION_04,4.4
H0362,"Urgent: sparking wire near market area of Ward-18, Puri.",en,"Urgent: sparking wire near market area of Ward-18, Puri.",electricity,sparking wire,Puri,Ward-18,2025-08-31 14:31:00,2025-09-04 23:31:00,medium,4,O036,Transformer maintenance completed (medium priority case),SIM_ELECTRICITY_04,4.1
H0363,"Public safety complaint: stray dog issue in Ward-21, Cuttack.",en,"Public safety complaint: stray dog issue in Ward-21, Cuttack.",public_safety,stray dog issue,Cuttack,Ward-21,2025-08-09 02:56:00,2025-08-10 15:56:00,medium,1,O028,Temporary barricading installed (medium priority case),SIM_PUBLIC_SAFETY_03,3.6
H0364,"Ward-20, Sambalpur ରେ ଥିବା ପାଣି ଅଭିଯୋଗ ଅଛି।",or,"stagnant water observed in Ward-20, Sambalpur.",health,stagnant water,Sambalpur,Ward-20,2025-10-27 16:19:00,2025-10-30 20:19:00,low,3,O062,Stagnant water removed (low priority case),SIM_HEALTH_02,3.0
H0365,"Urgent: street light failure near market area of Ward-15, Puri.",en,"Urgent: street light failure near market area of Ward-15, Puri.",electricity,street light failure,Puri,Ward-15,2025-10-09 18:17:00,2025-10-14 11:17:00,medium,4,O035,Line fault repaired and supply restored (medium priority case),SIM_ELECTRICITY_02,3.0
H0366,"People are suffering due to manhole cover broken in Ward-27, Cuttack.",en,"People are suffering due to manhole cover broken in Ward-27, Cuttack.",drainage,manhole cover broken,Cuttack,Ward-27,2025-08-24 20:16:00,2025-08-30 08:16:00,medium,5,O025,Drain cleaned and flow restored (medium priority case),SIM_DRAINAGE_04,5.0
H0367,"Ward-16, Sambalpur में बिजली गुल की शिकायत है।",hi,"power outage reported in Ward-16, Sambalpur for 2 hours.",electricity,power outage,Sambalpur,Ward-16,2025-12-20 23:07:00,2025-12-22 17:07:00,high,1,O051,Street light circuit replaced (high priority case),SIM_ELECTRICITY_01,4.3
H0368,"pothole on main road of Ward-21, Cuttack.",en,"pothole on main road of Ward-21, Cuttack.",roads,pothole,Cuttack,Ward-21,2025-09-28 16:11:00,2025-10-02 23:11:00,medium,4,O024,Work order raised for full resurfacing (medium priority case),SIM_ROADS_01,3.6
H0369,"mosquito breeding observed in Ward-08, Bhubaneswar.",en,"mosquito breeding observed in Ward-08, Bhubaneswar.",health,mosquito breeding,Bhubaneswar,Ward-08,2025-10-24 22:09:00,2025-10-31 06:09:00,low,6,O014,Waste dumping site cleaned (low priority case),SIM_HEALTH_01,3.2
H0370,"Residents in Ward-06, Puri are facing low pressure for 2 hours.",en,"Residents in Ward-06, Puri are facing low pressure for 2 hours.",water,low pressure,Puri,Ward-06,2025-12-23 14:04:00,2025-12-30 05:04:00,low,6,O034,Valve adjusted and water supply restored (low priority case),SIM_WATER_03,4.8
H0371,"garbage not collected in Ward-08, Bhubaneswar for the last 3 days.",en,"garbage not collected in Ward-08, Bhubaneswar for the last 3 days.",sanitation,garbage not collected,Bhubaneswar,Ward-08,2025-10-19 04:53:00,2025-10-23 21:53:00,low,4,O005,Garbage removed and area cleaned (low priority case),SIM_SANITATION_01,3.5
H0372,"Complaint filed for blocked drain in Ward-16, Sambalpur since 1 day.",en,"Complaint filed for blocked drain in Ward-16, Sambalpur since 1 day.",drainage,blocked drain,Sambalpur,Ward-16,2025-09-15 14:34:00,2025-09-21 03:34:00,medium,5,O058,Manhole cover replaced (medium priority case),SIM_DRAINAGE_01,4.1
H0373,"Health-related complaint about smoke nuisance in Ward-27, Cuttack.",en,"Health-related complaint about smoke nuisance in Ward-27, Cuttack.",health,smoke nuisance,Cuttack,Ward-27,2025-11-09 18:16:00,2025-11-11 04:16:00,medium,1,O030,Vector control team sprayed area (medium priority case),SIM_HEALTH_04,3.2
H0374,"unclean public toilet in Ward-03, Cuttack for the last 5 hours.",en,"unclean public toilet in Ward-03, Cuttack for the last 5 hours.",sanitation,unclean public toilet,Cuttack,Ward-03,2025-08-20 17:04:00,2025-08-25 08:04:00,low,4,O022,Bin cleared and collection schedule updated (low priority case),SIM_SANITATION_04,4.4
H0375,"Citizens reported damaged footpath near school in Ward-19, Bhubaneswar.",en,"Citizens reported damaged footpath near school in Ward-19, Bhubaneswar.",roads,damaged footpath,Bhubaneswar,Ward-19,2025-08-18 10:32:00,2025-08-28 04:32:00,medium,9,O008,Work order raised for full resurfacing (medium priority case),SIM_ROADS_04,3.7
H0376,"There is mosquito breeding near residential area in Ward-12, Bhubaneswar.",en,"There is mosquito breeding near residential area in Ward-12, Bhubaneswar.",health,mosquito breeding,Bhubaneswar,Ward-12,2025-09-21 08:33:00,2025-09-25 02:33:00,medium,3,O014,Vector control team sprayed area (medium priority case),SIM_HEALTH_01,3.1
H0377,"There is smoke nuisance near residential area in Ward-11, Sambalpur.",en,"There is smoke nuisance near residential area in Ward-11, Sambalpur.",health,smoke nuisance,Sambalpur,Ward-11,2025-08-03 19:52:00,2025-08-08 04:52:00,medium,4,O062,Stagnant water removed (medium priority case),SIM_HEALTH_04,4.7
H0378,"Ward-11, Sambalpur में ट्रैफिक सिग्नल बंद की समस्या है।",hi,"traffic signal not working at junction in Ward-11, Sambalpur.",transport,traffic signal not working,Sambalpur,Ward-11,2025-09-08 01:12:00,2025-09-12 17:12:00,medium,4,O064,Bus stop maintenance request completed (medium priority case),SIM_TRANSPORT_01,3.3
H0379,"Complaint filed for manhole cover broken in Ward-15, Puri since 1 week.",en,"Complaint filed for manhole cover broken in Ward-15, Puri since 1 week.",drainage,manhole cover broken,Puri,Ward-15,2025-08-10 14:06:00,2025-08-13 02:06:00,high,2,O042,Waterlogging cleared with suction pump (high priority case),SIM_DRAINAGE_04,4.2
H0380,गड्ढा के कारण लोगों को दिक्कत हो रही है।,hi,"pothole on main road of Ward-02, Puri.",roads,pothole,Puri,Ward-02,2025-09-20 13:11:00,2025-09-24 03:11:00,medium,3,O039,Work order raised for full resurfacing (medium priority case),SIM_ROADS_01,4.4
H0381,Sambalpur ର Ward-16 ରେ ଜଳ ଜମା ହେଉଛି।,or,"waterlogging near Ward-16, Sambalpur after rain.",drainage,waterlogging,Sambalpur,Ward-16,2025-08-19 01:05:00,2025-08-21 06:05:00,medium,2,O058,Manhole cover replaced (medium priority case),SIM_DRAINAGE_02,5.0
H0382,"Immediate action needed for stray dog issue near Ward-19, Bhubaneswar.",en,"Immediate action needed for stray dog issue near Ward-19, Bhubaneswar.",public_safety,stray dog issue,Bhubaneswar,Ward-19,2025-10-31 23:00:00,2025-11-03 02:00:00,medium,2,O011,Temporary barricading installed (medium priority case),SIM_PUBLIC_SAFETY_03,4.0
H0383,"Citizens reported bus stop damage in Ward-16, Sambalpur.",en,"Citizens reported bus stop damage in Ward-16, Sambalpur.",transport,bus stop damage,Sambalpur,Ward-16,2025-12-13 10:57:00,2025-12-15 10:57:00,high,2,O064,Bus stop maintenance request completed (high priority case),SIM_TRANSPORT_02,3.3
H0384,"manhole cover broken near Ward-07, Sambalpur after rain.",en,"manhole cover broken near Ward-07, Sambalpur after rain.",drainage,manhole cover broken,Sambalpur,Ward-07,2025-09-05 04:33:00,2025-09-07 12:33:00,medium,2,O057,Manhole cover replaced (medium priority case),SIM_DRAINAGE_04,4.5
H0385,"Immediate action needed for unsafe construction debris near Ward-07, Sambalpur.",en,"Immediate action needed for unsafe construction debris near Ward-07, Sambalpur.",public_safety,unsafe construction debris,Sambalpur,Ward-07,2025-08-09 13:29:00,2025-08-14 06:29:00,medium,4,O060,Temporary barricading installed (medium priority case),SIM_PUBLIC_SAFETY_04,3.3
H0386,"overflowing bin in Ward-10, Puri for the last 1 week.",en,"overflowing bin in Ward-10, Puri for the last 1 week.",sanitation,overflowing bin,Puri,Ward-10,2025-09-13 14:23:00,2025-09-16 22:23:00,medium,3,O037,Garbage removed and area cleaned (medium priority case),SIM_SANITATION_02,4.4
H0387,"sewer overflow near Ward-11, Sambalpur after rain.",en,"sewer overflow near Ward-11, Sambalpur after rain.",drainage,sewer overflow,Sambalpur,Ward-11,2025-12-23 16:56:00,2025-12-26 18:56:00,medium,3,O057,Drain cleaned and flow restored (medium priority case),SIM_DRAINAGE_03,4.9
H0388,"Ward-14, Cuttack में गलत पार्किंग की समस्या है।",hi,"illegal parking at junction in Ward-14, Cuttack.",transport,illegal parking,Cuttack,Ward-14,2025-12-11 09:25:00,2025-12-15 15:25:00,medium,4,O031,Parking enforcement team dispatched (medium priority case),SIM_TRANSPORT_04,3.6
H0389,"Transport complaint: traffic signal not working near bus stand in Ward-09, Cuttack.",en,"Transport complaint: traffic signal not working near bus stand in Ward-09, Cuttack.",transport,traffic signal not working,Cuttack,Ward-09,2025-09-30 17:45:00,2025-10-02 17:45:00,medium,2,O031,Parking enforcement team dispatched (medium priority case),SIM_TRANSPORT_01,3.1
H0390,"There is mosquito breeding near residential area in Ward-05, Bhubaneswar.",en,"There is mosquito breeding near residential area in Ward-05, Bhubaneswar.",health,mosquito breeding,Bhubaneswar,Ward-05,2025-10-06 08:38:00,2025-10-08 15:38:00,medium,2,O013,Waste dumping site cleaned (medium priority case),SIM_HEALTH_01,4.1
H0391,"Complaint filed for waterlogging in Ward-27, Cuttack since 5 hours.",en,"Complaint filed for waterlogging in Ward-27, Cuttack since 5 hours.",drainage,waterlogging,Cuttack,Ward-27,2025-12-25 18:58:00,2025-12-29 21:58:00,low,4,O025,Drain cleaned and flow restored (low priority case),SIM_DRAINAGE_02,4.4
H0392,"Transport complaint: road signage missing near bus stand in Ward-16, Sambalpur.",en,"Transport complaint: road signage missing near bus stand in Ward-16, Sambalpur.",transport,road signage missing,Sambalpur,Ward-16,2025-09-17 23:16:00,2025-09-23 07:16:00,low,5,O064,Bus stop maintenance request completed (low priority case),SIM_TRANSPORT_03,3.5
H0393,There is no water supply near Ward-20 in Sambalpur since 1 day.,en,There is no water supply near Ward-20 in Sambalpur since 1 day.,water,no water supply,Sambalpur,Ward-20,2025-10-17 05:45:00,2025-10-20 22:45:00,medium,3,O050,Leak isolated and repaired (medium priority case),SIM_WATER_02,4.3
H0394,"Need urgent repair for pothole in Ward-18, Puri.",en,"Need urgent repair for pothole in Ward-18, Puri.",roads,pothole,Puri,Ward-18,2025-12-04 20:24:00,2025-12-13 14:24:00,medium,8,O040,Work order raised for full resurfacing (medium priority case),SIM_ROADS_01,5.0
H0395,"Residents in Ward-14, Cuttack are facing low pressure for 3 days.",en,"Residents in Ward-14, Cuttack are facing low pressure for 3 days.",water,low pressure,Cuttack,Ward-14,2025-09-17 04:53:00,2025-09-19 18:53:00,medium,2,O018,Leak isolated and repaired (medium priority case),SIM_WATER_03,3.5
H0396,Ward-03 ଅଞ୍ଚଳରେ ଦୁଷିତ ପାଣି ପଛଲା 1 ଦିନ ଧରି ଚାଲିଛି।,or,There is contaminated water near Ward-03 in Cuttack since 1 day.,water,contaminated water,Cuttack,Ward-03,2025-11-20 02:14:00,2025-11-21 20:14:00,high,1,O017,Leak isolated and repaired (high priority case),SIM_WATER_04,4.0
H0397,"Ward-09, Cuttack में बिजली गुल की शिकायत है।",hi,"power outage reported in Ward-09, Cuttack for 1 week.",electricity,power outage,Cuttack,Ward-09,2025-12-18 19:10:00,2025-12-22 13:10:00,medium,3,O019,Line fault repaired and supply restored (medium priority case),SIM_ELECTRICITY_01,4.0
H0398,"road damage on main road of Ward-05, Bhubaneswar.",en,"road damage on main road of Ward-05, Bhubaneswar.",roads,road damage,Bhubaneswar,Ward-05,2025-09-09 15:11:00,2025-09-16 15:11:00,low,7,O007,Temporary patch work completed (low priority case),SIM_ROADS_02,4.4
H0399,"illegal parking at junction in Ward-16, Sambalpur.",en,"illegal parking at junction in Ward-16, Sambalpur.",transport,illegal parking,Sambalpur,Ward-16,2025-08-22 03:00:00,2025-08-29 20:00:00,low,7,O064,Bus stop maintenance request completed (low priority case),SIM_TRANSPORT_04,3.4
H0400,"Ward-11, Sambalpur ରେ ବିଦ୍ୟୁତ ବନ୍ଦ ଅଭିଯୋଗ ମିଳିଛି।",or,"power outage reported in Ward-11, Sambalpur for 5 hours.",electricity,power outage,Sambalpur,Ward-11,2025-11-18 19:05:00,2025-11-24 13:05:00,low,5,O052,Street light circuit replaced (low priority case),SIM_ELECTRICITY_01,3.6
H0401,"Citizens reported broken divider near school in Ward-14, Cuttack.",en,"Citizens reported broken divider near school in Ward-14, Cuttack.",roads,broken divider,Cuttack,Ward-14,2025-12-04 12:49:00,2025-12-07 12:49:00,medium,3,O023,Work order raised for full resurfacing (medium priority case),SIM_ROADS_03,4.8
H0402,ଘୁରୁଥିବା କୁକୁର ସମସ୍ୟା ପାଇଁ ତୁରନ୍ତ କାର୍ଯ୍ୟାନୁଷ୍ଠାନ ଦରକାର।,or,"stray dog issue creating danger in Ward-08, Bhubaneswar.",public_safety,stray dog issue,Bhubaneswar,Ward-08,2025-11-26 23:02:00,2025-11-28 12:02:00,high,1,O011,Temporary barricading installed (high priority case),SIM_PUBLIC_SAFETY_03,3.8
H0403,Ward-02 क्षेत्र में बिजली गुल पिछले 2 दिन से है।,hi,"power outage reported in Ward-02, Puri for 2 days.",electricity,power outage,Puri,Ward-02,2025-11-29 12:53:00,2025-12-02 19:53:00,low,3,O036,Line fault repaired and supply restored (low priority case),SIM_ELECTRICITY_01,4.6
H0404,Ward-15 ଅଞ୍ଚଳରେ ଟ୍ରାନ୍ସଫର୍ମାର ସମସ୍ୟା ପଛଲା 3 ଦିନ ଧରି ରହିଛି।,or,"transformer issue reported in Ward-15, Puri for 3 days.",electricity,transformer issue,Puri,Ward-15,2025-12-11 07:35:00,2025-12-14 13:35:00,medium,3,O035,Street light circuit replaced (medium priority case),SIM_ELECTRICITY_03,4.1
H0405,"Please address unclean public toilet in Ward-15, Puri.",en,"Please address unclean public toilet in Ward-15, Puri.",sanitation,unclean public toilet,Puri,Ward-15,2025-10-14 08:35:00,2025-10-18 01:35:00,medium,3,O037,Sanitation team dispatched (medium priority case),SIM_SANITATION_04,4.1
H0406,"Transport complaint: traffic signal not working near bus stand in Ward-20, Sambalpur.",en,"Transport complaint: traffic signal not working near bus stand in Ward-20, Sambalpur.",transport,traffic signal not working,Sambalpur,Ward-20,2025-10-02 07:29:00,2025-10-05 09:29:00,medium,3,O064,Bus stop maintenance request completed (medium priority case),SIM_TRANSPORT_01,4.8
H0407,"Need urgent repair for pothole in Ward-05, Bhubaneswar.",en,"Need urgent repair for pothole in Ward-05, Bhubaneswar.",roads,pothole,Bhubaneswar,Ward-05,2025-11-17 01:33:00,2025-11-24 19:33:00,medium,7,O008,Temporary patch work completed (medium priority case),SIM_ROADS_01,3.8
H0408,Ward-18 ଅଞ୍ଚଳରେ ବିଦ୍ୟୁତ ବନ୍ଦ ପଛଲା 3 ଦିନ ଧରି ରହିଛି।,or,"power outage reported in Ward-18, Puri for 3 days.",electricity,power outage,Puri,Ward-18,2025-12-13 04:29:00,2025-12-14 15:29:00,high,1,O035,Transformer maintenance completed (high priority case),SIM_ELECTRICITY_01,3.6
H0409,"illegal parking at junction in Ward-12, Bhubaneswar.",en,"illegal parking at junction in Ward-12, Bhubaneswar.",transport,illegal parking,Bhubaneswar,Ward-12,2025-11-12 03:11:00,2025-11-13 05:11:00,high,1,O015,Parking enforcement team dispatched (high priority case),SIM_TRANSPORT_04,4.3
H0410,"Complaint filed for manhole cover broken in Ward-03, Cuttack since 2 days.",en,"Complaint filed for manhole cover broken in Ward-03, Cuttack since 2 days.",drainage,manhole cover broken,Cuttack,Ward-03,2025-11-12 07:30:00,2025-11-13 17:30:00,high,1,O025,Manhole cover replaced (high priority case),SIM_DRAINAGE_04,3.1
H0411,"People are suffering due to sewer overflow in Ward-08, Bhubaneswar.",en,"People are suffering due to sewer overflow in Ward-08, Bhubaneswar.",drainage,sewer overflow,Bhubaneswar,Ward-08,2025-10-04 00:31:00,2025-10-10 01:31:00,low,6,O010,Waterlogging cleared with suction pump (low priority case),SIM_DRAINAGE_03,4.6
H0412,There is no water supply near Ward-27 in Cuttack since 1 day.,en,There is no water supply near Ward-27 in Cuttack since 1 day.,water,no water supply,Cuttack,Ward-27,2025-08-09 20:04:00,2025-08-12 08:04:00,medium,2,O017,Contamination source flushed (medium priority case),SIM_WATER_02,4.8
H0413,"Complaint filed for manhole cover broken in Ward-04, Sambalpur since 5 hours.",en,"Complaint filed for manhole cover broken in Ward-04, Sambalpur since 5 hours.",drainage,manhole cover broken,Sambalpur,Ward-04,2025-08-31 16:32:00,2025-09-07 21:32:00,low,7,O058,Manhole cover replaced (low priority case),SIM_DRAINAGE_04,3.7
H0414,There is pipeline leakage near Ward-02 in Puri since 3 days.,en,There is pipeline leakage near Ward-02 in Puri since 3 days.,water,pipeline leakage,Puri,Ward-02,2025-11-26 22:16:00,2025-11-30 12:16:00,medium,3,O033,Leak isolated and repaired (medium priority case),SIM_WATER_01,3.3
H0415,"Urgent: transformer issue near market area of Ward-16, Sambalpur.",en,"Urgent: transformer issue near market area of Ward-16, Sambalpur.",electricity,transformer issue,Sambalpur,Ward-16,2025-11-07 09:23:00,2025-11-08 09:23:00,high,1,O052,Line fault repaired and supply restored (high priority case),SIM_ELECTRICITY_03,4.7
H0416,"street light failure reported in Ward-08, Bhubaneswar for 2 hours.",en,"street light failure reported in Ward-08, Bhubaneswar for 2 hours.",electricity,street light failure,Bhubaneswar,Ward-08,2025-10-02 06:14:00,2025-10-06 20:14:00,medium,4,O003,Transformer maintenance completed (medium priority case),SIM_ELECTRICITY_02,3.3
H0417,"Residents in Ward-12, Bhubaneswar are facing pipeline leakage for 3 days.",en,"Residents in Ward-12, Bhubaneswar are facing pipeline leakage for 3 days.",water,pipeline leakage,Bhubaneswar,Ward-12,2025-09-14 03:57:00,2025-09-16 05:57:00,medium,2,O001,Contamination source flushed (medium priority case),SIM_WATER_01,4.6
H0418,Puri के Ward-06 में जलभराव हो रहा है।,hi,"waterlogging near Ward-06, Puri after rain.",drainage,waterlogging,Puri,Ward-06,2025-11-10 22:16:00,2025-11-15 06:16:00,medium,4,O041,Drain cleaned and flow restored (medium priority case),SIM_DRAINAGE_02,3.8
H0419,"overflowing bin in Ward-12, Bhubaneswar for the last 3 days.",en,"overflowing bin in Ward-12, Bhubaneswar for the last 3 days.",sanitation,overflowing bin,Bhubaneswar,Ward-12,2025-09-14 09:21:00,2025-09-15 10:21:00,high,1,O005,Bin cleared and collection schedule updated (high priority case),SIM_SANITATION_02,4.5
H0420,"Citizens reported pothole near school in Ward-07, Sambalpur.",en,"Citizens reported pothole near school in Ward-07, Sambalpur.",roads,pothole,Sambalpur,Ward-07,2025-09-14 01:33:00,2025-09-19 08:33:00,high,5,O056,Temporary patch work completed (high priority case),SIM_ROADS_01,3.8
H0421,"Health-related complaint about smoke nuisance in Ward-08, Bhubaneswar.",en,"Health-related complaint about smoke nuisance in Ward-08, Bhubaneswar.",health,smoke nuisance,Bhubaneswar,Ward-08,2025-12-01 20:16:00,2025-12-05 05:16:00,medium,3,O013,Waste dumping site cleaned (medium priority case),SIM_HEALTH_04,3.4
H0422,"Complaint about overflowing bin near apartment block in Ward-10, Puri.",en,"Complaint about overflowing bin near apartment block in Ward-10, Puri.",sanitation,overflowing bin,Puri,Ward-10,2025-08-24 21:34:00,2025-08-28 22:34:00,low,4,O038,Bin cleared and collection schedule updated (low priority case),SIM_SANITATION_02,3.1
H0423,"manhole cover broken near Ward-04, Sambalpur after rain.",en,"manhole cover broken near Ward-04, Sambalpur after rain.",drainage,manhole cover broken,Sambalpur,Ward-04,2025-10-02 12:25:00,2025-10-04 17:25:00,medium,2,O058,Manhole cover replaced (medium priority case),SIM_DRAINAGE_04,3.4
H0424,"Ward-19, Bhubaneswar ରେ କମ୍ ପାଣି ଚାପ ସମସ୍ୟା ହେଉଛି।",or,There is low pressure near Ward-19 in Bhubaneswar since 1 day.,water,low pressure,Bhubaneswar,Ward-19,2025-11-28 19:19:00,2025-12-01 19:19:00,high,3,O002,Leak isolated and repaired (high priority case),SIM_WATER_03,3.2
H0425,"Urgent: sparking wire near market area of Ward-12, Bhubaneswar.",en,"Urgent: sparking wire near market area of Ward-12, Bhubaneswar.",electricity,sparking wire,Bhubaneswar,Ward-12,2025-09-26 10:51:00,2025-09-30 19:51:00,low,4,O003,Street light circuit replaced (low priority case),SIM_ELECTRICITY_04,4.4
H0426,"Please address garbage not collected in Ward-05, Bhubaneswar.",en,"Please address garbage not collected in Ward-05, Bhubaneswar.",sanitation,garbage not collected,Bhubaneswar,Ward-05,2025-12-18 21:58:00,2025-12-22 05:58:00,medium,3,O005,Garbage removed and area cleaned (medium priority case),SIM_SANITATION_01,4.4
H0427,"Urgent: street light failure near market area of Ward-05, Bhubaneswar.",en,"Urgent: street light failure near market area of Ward-05, Bhubaneswar.",electricity,street light failure,Bhubaneswar,Ward-05,2025-08-03 04:10:00,2025-08-05 17:10:00,medium,2,O004,Line fault repaired and supply restored (medium priority case),SIM_ELECTRICITY_02,3.2
H0428,"Immediate action needed for open electric box near Ward-05, Bhubaneswar.",en,"Immediate action needed for open electric box near Ward-05, Bhubaneswar.",public_safety,open electric box,Bhubaneswar,Ward-05,2025-11-14 18:21:00,2025-11-17 19:21:00,medium,3,O012,Emergency crew resolved unsafe condition (medium priority case),SIM_PUBLIC_SAFETY_02,3.1
H0429,"Urgent: street light failure near market area of Ward-16, Sambalpur.",en,"Urgent: street light failure near market area of Ward-16, Sambalpur.",electricity,street light failure,Sambalpur,Ward-16,2025-11-30 06:47:00,2025-12-04 00:47:00,medium,3,O051,Street light circuit replaced (medium priority case),SIM_ELECTRICITY_02,4.3
H0430,"power outage reported in Ward-03, Cuttack for 1 day.",en,"power outage reported in Ward-03, Cuttack for 1 day.",electricity,power outage,Cuttack,Ward-03,2025-12-11 06:46:00,2025-12-16 06:46:00,low,5,O019,Transformer maintenance completed (low priority case),SIM_ELECTRICITY_01,4.8
H0431,There is low pressure near Ward-08 in Bhubaneswar since 2 hours.,en,There is low pressure near Ward-08 in Bhubaneswar since 2 hours.,water,low pressure,Bhubaneswar,Ward-08,2025-10-26 19:39:00,2025-10-30 04:39:00,low,3,O002,Leak isolated and repaired (low priority case),SIM_WATER_03,4.1
H0432,"road damage on main road of Ward-08, Bhubaneswar.",en,"road damage on main road of Ward-08, Bhubaneswar.",roads,road damage,Bhubaneswar,Ward-08,2025-11-26 10:36:00,2025-12-02 20:36:00,medium,6,O007,Temporary patch work completed (medium priority case),SIM_ROADS_02,3.7
H0433,There is contaminated water near Ward-01 in Bhubaneswar since 3 days.,en,There is contaminated water near Ward-01 in Bhubaneswar since 3 days.,water,contaminated water,Bhubaneswar,Ward-01,2025-10-13 12:58:00,2025-10-16 05:58:00,low,2,O001,Leak isolated and repaired (low priority case),SIM_WATER_04,4.1
H0434,"Ward-11, Sambalpur ରେ ଟ୍ରାଫିକ୍ ସିଗ୍ନାଲ୍ ବନ୍ଦ ସମସ୍ୟା ଅଛି।",or,"traffic signal not working at junction in Ward-11, Sambalpur.",transport,traffic signal not working,Sambalpur,Ward-11,2025-09-15 22:44:00,2025-09-24 02:44:00,low,8,O064,Parking enforcement team dispatched (low priority case),SIM_TRANSPORT_01,3.4
H0435,"People are suffering due to sewer overflow in Ward-18, Puri.",en,"People are suffering due to sewer overflow in Ward-18, Puri.",drainage,sewer overflow,Puri,Ward-18,2025-12-24 02:54:00,2025-12-25 07:54:00,high,1,O042,Waterlogging cleared with suction pump (high priority case),SIM_DRAINAGE_03,3.0
H0436,"fallen tree creating danger in Ward-03, Cuttack.",en,"fallen tree creating danger in Ward-03, Cuttack.",public_safety,fallen tree,Cuttack,Ward-03,2025-10-07 03:11:00,2025-10-11 12:11:00,low,4,O028,Emergency crew resolved unsafe condition (low priority case),SIM_PUBLIC_SAFETY_01,4.1
H0437,There is no water supply near Ward-09 in Cuttack since 5 hours.,en,There is no water supply near Ward-09 in Cuttack since 5 hours.,water,no water supply,Cuttack,Ward-09,2025-12-13 18:02:00,2025-12-15 12:02:00,medium,1,O017,Contamination source flushed (medium priority case),SIM_WATER_02,4.8
H0438,There is no water supply near Ward-11 in Sambalpur since 1 week.,en,There is no water supply near Ward-11 in Sambalpur since 1 week.,water,no water supply,Sambalpur,Ward-11,2025-09-13 14:15:00,2025-09-20 14:15:00,low,7,O050,Leak isolated and repaired (low priority case),SIM_WATER_02,3.2
H0439,बस स्टॉप खराब के कारण यातायात प्रभावित है।,hi,"bus stop damage at junction in Ward-07, Sambalpur.",transport,bus stop damage,Sambalpur,Ward-07,2025-09-27 09:48:00,2025-09-30 03:48:00,high,2,O064,Bus stop maintenance request completed (high priority case),SIM_TRANSPORT_02,4.7
