complaint_id,input_type,original_text,language,normalized_text_en,category,subcategory,city,ward,created_at,priority_label,eta_days_label,assigned_officer_id,assigned_department,citizen_sentiment_score,attachments_count,status
C0110,text,"Transport complaint: illegal parking near bus stand in Ward-16, Sambalpur.",en,"Transport complaint: illegal parking near bus stand in Ward-16, Sambalpur.",transport,illegal parking,Sambalpur,Ward-16,2026-01-11 10:11:00,low,6,O063,Traffic & Transport,0.61,1,resolved
C0111,video,"Complaint filed for manhole cover broken in Ward-12, Bhubaneswar since 2 days.",en,"Complaint filed for manhole cover broken in Ward-12, Bhubaneswar since 2 days.",drainage,manhole cover broken,Bhubaneswar,Ward-12,2026-01-24 20:12:00,low,6,O009,Drainage,0.29,4,in_progress
C0112,text,"Citizens reported pothole near school in Ward-05, Bhubaneswar.",en,"Citizens reported pothole near school in Ward-05, Bhubaneswar.",roads,pothole,Bhubaneswar,Ward-05,2026-03-05 12:02:00,high,3,O007,Roads & Works,0.38,0,submitted
C0113,audio,"Ward-18, Puri में टूटा डिवाइडर की मरम्मत चाहिए।",hi,"broken divider on main road of Ward-18, Puri.",roads,broken divider,Puri,Ward-18,2026-01-27 02:56:00,low,7,O040,Roads & Works,0.61,2,submitted
C0114,text,"There is smoke nuisance near residential area in Ward-27, Cuttack.",en,"There is smoke nuisance near residential area in Ward-27, Cuttack.",health,smoke nuisance,Cuttack,Ward-27,2026-02-05 04:09:00,low,6,O030,Public Health,0.34,1,resolved
C0115,text,"Ward-15, Puri में कचरा नहीं उठाया गया की समस्या बनी हुई है।",hi,"garbage not collected in Ward-15, Puri for the last 2 days.",sanitation,garbage not collected,Puri,Ward-15,2026-01-18 16:21:00,low,3,O037,Sanitation,0.86,1,submitted
C0116,text,"Ward-04, Sambalpur ରେ ପାଣି ଯୋଗାଣ ବନ୍ଦ ସମସ୍ୟା ହେଉଛି।",or,There is no water supply near Ward-04 in Sambalpur since 3 days.,water,no water supply,Sambalpur,Ward-04,2026-01-29 17:19:00,medium,4,O049,Water Supply,0.93,1,in_progress
C0117,text,"Need urgent repair for road damage in Ward-20, Sambalpur.",en,"Need urgent repair for road damage in Ward-20, Sambalpur.",roads,road damage,Sambalpur,Ward-20,2026-02-10 02:34:00,medium,7,O056,Roads & Works,0.44,3,in_progress
C0118,text,"Public safety complaint: stray dog issue in Ward-07, Sambalpur.",en,"Public safety complaint: stray dog issue in Ward-07, Sambalpur.",public_safety,stray dog issue,Sambalpur,Ward-07,2026-02-17 13:59:00,high,1,O059,Public Safety,0.76,1,submitted
C0119,text,"Citizens reported broken divider near school in Ward-16, Sambalpur.",en,"Citizens reported broken divider near school in Ward-16, Sambalpur.",roads,broken divider,Sambalpur,Ward-16,2026-01-15 16:46:00,low,9,O056,Roads & Works,0.31,1,resolved
C0120,text,Ward-01 ଅଞ୍ଚଳରେ ପାଇପ ଲିକେଜ୍ ପଛଲା 2 ଘଣ୍ଟା ଧରି ଚାଲିଛି।,or,There is pipeline leakage near Ward-01 in Bhubaneswar since 2 hours.,water,pipeline leakage,Bhubaneswar,Ward-01,2026-01-02 02:13:00,medium,2,O001,Water Supply,0.25,3,in_progress
C0121,audio,"Residents in Ward-19, Bhubaneswar are facing contaminated water for 2 hours.",en,"Residents in Ward-19, Bhubaneswar are facing contaminated water for 2 hours.",water,contaminated water,Bhubaneswar,Ward-19,2026-01-02 19:32:00,medium,4,O002,Water Supply,0.54,2,submitted
C0122,text,"Ward-05, Bhubaneswar में कूड़ादान भरा हुआ की समस्या बनी हुई है।",hi,"overflowing bin in Ward-05, Bhubaneswar for the last 3 days.",sanitation,overflowing bin,Bhubaneswar,Ward-05,2026-03-10 04:25:00,medium,3,O006,Sanitation,0.95,1,resolved
C0123,text,"blocked drain near Ward-03, Cuttack after rain.",en,"blocked drain near Ward-03, Cuttack after rain.",drainage,blocked drain,Cuttack,Ward-03,2026-03-02 07:10:00,medium,2,O026,Drainage,0.86,2,in_progress
C0124,text,"Ward-05, Bhubaneswar में पानी की सप्लाई बंद की समस्या है।",hi,There is no water supply near Ward-05 in Bhubaneswar since 3 days.,water,no water supply,Bhubaneswar,Ward-05,2026-01-25 06:57:00,medium,2,O001,Water Supply,0.92,1,in_progress
C0125,audio,"Ward-11, Sambalpur में स्ट्रीट लाइट खराब की शिकायत है।",hi,"street light failure reported in Ward-11, Sambalpur for 5 hours.",electricity,street light failure,Sambalpur,Ward-11,2026-01-29 15:24:00,medium,4,O052,Electrical,0.76,2,submitted
C0126,text,टूटा डिवाइडर के कारण लोगों को दिक्कत हो रही है।,hi,"broken divider on main road of Ward-04, Sambalpur.",roads,broken divider,Sambalpur,Ward-04,2026-01-29 04:01:00,low,12,O056,Roads & Works,0.58,3,submitted
C0127,video,"transformer issue reported in Ward-20, Sambalpur for 1 week.",en,"transformer issue reported in Ward-20, Sambalpur for 1 week.",electricity,transformer issue,Sambalpur,Ward-20,2026-03-09 05:40:00,high,1,O052,Electrical,0.5,0,submitted
C0128,text,"road signage missing at junction in Ward-10, Puri.",en,"road signage missing at junction in Ward-10, Puri.",transport,road signage missing,Puri,Ward-10,2026-02-14 01:26:00,high,2,O048,Traffic & Transport,0.27,2,resolved
C0129,text,Ward-12 ଅଞ୍ଚଳରେ ମ୍ୟାନହୋଲ୍ ଢକନା ଭଙ୍ଗିଯାଇଛି ସମସ୍ୟା ହେଉଛି।,or,"manhole cover broken near Ward-12, Bhubaneswar after rain.",drainage,manhole cover broken,Bhubaneswar,Ward-12,2026-02-28 19:24:00,medium,6,O009,Drainage,0.41,1,submitted
C0130,text,"sewer overflow near Ward-16, Sambalpur after rain.",en,"sewer overflow near Ward-16, Sambalpur after rain.",drainage,sewer overflow,Sambalpur,Ward-16,2026-02-21 00:39:00,medium,5,O057,Drainage,0.28,3,submitted
C0131,text,"Immediate action needed for stray dog issue near Ward-16, Sambalpur.",en,"Immediate action needed for stray dog issue near Ward-16, Sambalpur.",public_safety,stray dog issue,Sambalpur,Ward-16,2026-03-01 15:12:00,low,4,O059,Public Safety,0.34,2,submitted
C0132,video,"Need urgent repair for damaged footpath in Ward-11, Sambalpur.",en,"Need urgent repair for damaged footpath in Ward-11, Sambalpur.",roads,damaged footpath,Sambalpur,Ward-11,2026-02-16 21:11:00,medium,8,O055,Roads & Works,0.63,4,resolved
C0133,video,"traffic signal not working at junction in Ward-14, Cuttack.",en,"traffic signal not working at junction in Ward-14, Cuttack.",transport,traffic signal not working,Cuttack,Ward-14,2026-01-22 21:42:00,medium,3,O032,Traffic & Transport,0.53,3,resolved
C0134,text,"Health-related complaint about smoke nuisance in Ward-20, Sambalpur.",en,"Health-related complaint about smoke nuisance in Ward-20, Sambalpur.",health,smoke nuisance,Sambalpur,Ward-20,2026-01-22 12:42:00,low,3,O062,Public Health,0.33,3,resolved
C0135,video,"There is mosquito breeding near residential area in Ward-02, Puri.",en,"There is mosquito breeding near residential area in Ward-02, Puri.",health,mosquito breeding,Puri,Ward-02,2026-02-02 06:25:00,high,2,O045,Public Health,0.73,1,submitted
C0136,text,"road signage missing at junction in Ward-01, Bhubaneswar.",en,"road signage missing at junction in Ward-01, Bhubaneswar.",transport,road signage missing,Bhubaneswar,Ward-01,2026-02-09 04:50:00,high,1,O015,Traffic & Transport,0.58,3,in_progress
C0137,video,"stray dog issue creating danger in Ward-04, Sambalpur.",en,"stray dog issue creating danger in Ward-04, Sambalpur.",public_safety,stray dog issue,Sambalpur,Ward-04,2026-02-28 02:51:00,high,1,O060,Public Safety,0.39,1,submitted
C0138,text,"Ward-07, Sambalpur में गलत पार्किंग की समस्या है।",hi,"illegal parking at junction in Ward-07, Sambalpur.",transport,illegal parking,Sambalpur,Ward-07,2026-01-03 19:47:00,high,2,O064,Traffic & Transport,0.66,1,submitted
C0139,text,"People in Ward-19, Bhubaneswar are facing street light failure since 1 day.",en,"People in Ward-19, Bhubaneswar are facing street light failure since 1 day.",electricity,street light failure,Bhubaneswar,Ward-19,2026-02-27 13:55:00,high,2,O003,Electrical,0.95,3,in_progress
C0140,text,खतरनाक निर्माण मलबा के लिए तुरंत कार्रवाई चाहिए।,hi,"unsafe construction debris creating danger in Ward-08, Bhubaneswar.",public_safety,unsafe construction debris,Bhubaneswar,Ward-08,2026-02-27 16:08:00,medium,4,O012,Public Safety,0.39,2,in_progress
C0141,text,"Ward-20, Sambalpur में रुका हुआ पानी की शिकायत है।",hi,"stagnant water observed in Ward-20, Sambalpur.",health,stagnant water,Sambalpur,Ward-20,2026-02-12 02:18:00,medium,3,O062,Public Health,0.45,0,resolved
C0142,text,"Citizens reported bus stop damage in Ward-05, Bhubaneswar.",en,"Citizens reported bus stop damage in Ward-05, Bhubaneswar.",transport,bus stop damage,Bhubaneswar,Ward-05,2026-02-05 19:45:00,medium,5,O016,Traffic & Transport,0.33,1,submitted
C0143,text,"Need urgent repair for broken divider in Ward-18, Puri.",en,"Need urgent repair for broken divider in Ward-18, Puri.",roads,broken divider,Puri,Ward-18,2026-02-13 22:07:00,medium,8,O040,Roads & Works,0.41,2,in_progress
C0144,text,"Citizens reported bus stop damage in Ward-19, Bhubaneswar.",en,"Citizens reported bus stop damage in Ward-19, Bhubaneswar.",transport,bus stop damage,Bhubaneswar,Ward-19,2026-01-04 02:28:00,medium,4,O015,Traffic & Transport,0.87,0,in_progress
C0145,text,"Ward-27, Cuttack ରେ ଭଙ୍ଗା ଡିଭାଇଡର୍ ମରାମତି ଦରକାର।",or,"broken divider on main road of Ward-27, Cuttack.",roads,broken divider,Cuttack,Ward-27,2026-01-18 23:52:00,medium,7,O023,Roads & Works,0.64,1,submitted
C0146,text,"Complaint filed for sewer overflow in Ward-18, Puri since 1 week.",en,"Complaint filed for sewer overflow in Ward-18, Puri since 1 week.",drainage,sewer overflow,Puri,Ward-18,2026-01-24 23:55:00,low,7,O041,Drainage,0.75,1,in_progress
C0147,text,"Ward-21, Cuttack में रुका हुआ पानी की शिकायत है।",hi,"stagnant water observed in Ward-21, Cuttack.",health,stagnant water,Cuttack,Ward-21,2026-02-24 09:50:00,high,1,O030,Public Health,0.6,2,in_progress
C0148,text,ପଡ଼ିଥିବା ଗଛ ପାଇଁ ତୁରନ୍ତ କାର୍ଯ୍ୟାନୁଷ୍ଠାନ ଦରକାର।,or,"fallen tree creating danger in Ward-20, Sambalpur.",public_safety,fallen tree,Sambalpur,Ward-20,2026-03-14 21:04:00,high,2,O060,Public Safety,0.96,4,submitted
C0149,text,खुला इलेक्ट्रिक बॉक्स के लिए तुरंत कार्रवाई चाहिए।,hi,"open electric box creating danger in Ward-18, Puri.",public_safety,open electric box,Puri,Ward-18,2026-03-09 05:53:00,medium,1,O043,Public Safety,0.3,4,in_progress
C0150,audio,"Need urgent repair for broken divider in Ward-07, Sambalpur.",en,"Need urgent repair for broken divider in Ward-07, Sambalpur.",roads,broken divider,Sambalpur,Ward-07,2026-01-08 08:23:00,high,4,O056,Roads & Works,0.33,2,in_progress
C0151,audio,"mosquito breeding observed in Ward-03, Cuttack.",en,"mosquito breeding observed in Ward-03, Cuttack.",health,mosquito breeding,Cuttack,Ward-03,2026-02-08 07:00:00,medium,3,O029,Public Health,0.47,3,in_progress
C0152,text,"People in Ward-07, Sambalpur are facing sparking wire since 1 week.",en,"People in Ward-07, Sambalpur are facing sparking wire since 1 week.",electricity,sparking wire,Sambalpur,Ward-07,2026-02-01 16:56:00,low,5,O051,Electrical,0.5,2,in_progress
C0153,audio,Ward-27 क्षेत्र में बिजली गुल पिछले 1 हफ्ते से है।,hi,"power outage reported in Ward-27, Cuttack for 1 week.",electricity,power outage,Cuttack,Ward-27,2026-01-14 06:58:00,high,1,O020,Electrical,0.74,1,resolved
C0154,text,"sparking wire reported in Ward-27, Cuttack for 2 days.",en,"sparking wire reported in Ward-27, Cuttack for 2 days.",electricity,sparking wire,Cuttack,Ward-27,2026-01-24 23:41:00,high,1,O019,Electrical,0.63,2,in_progress
C0155,audio,Bhubaneswar ର Ward-05 ରେ ଜଳ ଜମା ହେଉଛି।,or,"waterlogging near Ward-05, Bhubaneswar after rain.",drainage,waterlogging,Bhubaneswar,Ward-05,2026-01-10 22:15:00,high,1,O009,Drainage,0.66,0,resolved
C0156,text,"unclean public toilet in Ward-15, Puri for the last 3 days.",en,"unclean public toilet in Ward-15, Puri for the last 3 days.",sanitation,unclean public toilet,Puri,Ward-15,2026-01-02 18:37:00,low,3,O038,Sanitation,0.4,0,resolved
C0157,text,"manhole cover broken near Ward-20, Sambalpur after rain.",en,"manhole cover broken near Ward-20, Sambalpur after rain.",drainage,manhole cover broken,Sambalpur,Ward-20,2026-01-08 11:19:00,medium,4,O057,Drainage,0.92,2,in_progress
C0158,text,"Ward-11, Sambalpur ରେ ସ୍ପାର୍କ୍ ହେଉଥିବା ତାର ଅଭିଯୋଗ ମିଳିଛି।",or,"sparking wire reported in Ward-11, Sambalpur for 5 hours.",electricity,sparking wire,Sambalpur,Ward-11,2026-01-11 05:29:00,high,2,O051,Electrical,0.72,1,submitted
C0159,video,"Residents in Ward-09, Cuttack are facing contaminated water for 3 days.",en,"Residents in Ward-09, Cuttack are facing contaminated water for 3 days.",water,contaminated water,Cuttack,Ward-09,2026-02-02 01:08:00,medium,3,O018,Water Supply,0.88,0,in_progress
C0160,text,"Immediate action needed for stray dog issue near Ward-12, Bhubaneswar.",en,"Immediate action needed for stray dog issue near Ward-12, Bhubaneswar.",public_safety,stray dog issue,Bhubaneswar,Ward-12,2026-02-01 01:03:00,high,1,O011,Public Safety,0.33,0,resolved
C0161,text,"pothole on main road of Ward-19, Bhubaneswar.",en,"pothole on main road of Ward-19, Bhubaneswar.",roads,pothole,Bhubaneswar,Ward-19,2026-01-14 03:11:00,high,3,O008,Roads & Works,0.83,3,submitted
C0162,text,"There is illegal dumping near residential area in Ward-14, Cuttack.",en,"There is illegal dumping near residential area in Ward-14, Cuttack.",health,illegal dumping,Cuttack,Ward-14,2026-02-14 08:02:00,medium,2,O029,Public Health,0.88,3,submitted
C0163,video,There is no water supply near Ward-11 in Sambalpur since 3 days.,en,There is no water supply near Ward-11 in Sambalpur since 3 days.,water,no water supply,Sambalpur,Ward-11,2026-02-12 10:49:00,low,5,O049,Water Supply,0.9,1,submitted
C0164,video,Ward-07 इलाके में कम पानी का दबाव पिछले 1 हफ्ते से है।,hi,There is low pressure near Ward-07 in Sambalpur since 1 week.,water,low pressure,Sambalpur,Ward-07,2026-03-07 02:42:00,low,3,O050,Water Supply,0.77,1,submitted
C0165,text,"Please address garbage not collected in Ward-08, Bhubaneswar.",en,"Please address garbage not collected in Ward-08, Bhubaneswar.",sanitation,garbage not collected,Bhubaneswar,Ward-08,2026-02-02 02:29:00,low,5,O006,Sanitation,0.65,3,submitted
C0166,text,"There is stagnant water near residential area in Ward-05, Bhubaneswar.",en,"There is stagnant water near residential area in Ward-05, Bhubaneswar.",health,stagnant water,Bhubaneswar,Ward-05,2026-01-28 11:28:00,low,6,O014,Public Health,0.26,0,submitted
C0167,text,"road signage missing at junction in Ward-21, Cuttack.",en,"road signage missing at junction in Ward-21, Cuttack.",transport,road signage missing,Cuttack,Ward-21,2026-01-23 22:54:00,medium,4,O031,Traffic & Transport,0.32,0,submitted
C0168,text,"overflowing bin in Ward-02, Puri for the last 2 days.",en,"overflowing bin in Ward-02, Puri for the last 2 days.",sanitation,overflowing bin,Puri,Ward-02,2026-03-12 07:11:00,medium,3,O038,Sanitation,0.87,1,submitted
C0169,text,"Please address garbage not collected in Ward-01, Bhubaneswar.",en,"Please address garbage not collected in Ward-01, Bhubaneswar.",sanitation,garbage not collected,Bhubaneswar,Ward-01,2026-02-28 21:40:00,high,2,O006,Sanitation,0.65,0,submitted
